title,description,coverImage,author,isbn,publisher,year,category,location,isHighlighted,isBorrowed,createdAt,updatedAt
Curabitur gravida nisi at nibh.,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Woodie Mattityahou,073871878-5,"Beer, Konopelski and Christiansen",1995,Geography,Shelf A1,false,false,"{""$date"":""2025-01-30T03:11:21.000Z""}","{""$date"":""2025-01-30T03:11:21.000Z""}"
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.","Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Calvin Muggleton,350813221-8,Lesch-Franecki,2006,Literature,Shelf A2,true,false,"{""$date"":""2025-09-21T16:15:04.000Z""}","{""$date"":""2025-09-21T16:15:04.000Z""}"
Nulla ac enim.,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Jammal McCafferky,867084262-9,"Schinner, Nienow and Walsh",1996,Literature,Shelf B2,true,true,"{""$date"":""2024-12-15T07:54:59.000Z""}","{""$date"":""2024-12-15T07:54:59.000Z""}"
Maecenas ut massa quis augue luctus tincidunt.,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Lenee Peattie,365482739-X,"Mitchell, Gerlach and Grant",2012,Education,Shelf A3,true,true,"{""$date"":""2025-01-15T08:48:54.000Z""}","{""$date"":""2025-01-15T08:48:54.000Z""}"
In hac habitasse platea dictumst.,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Jobyna Philipson,893618266-8,Auer Inc,2001,Education,Shelf A3,false,true,"{""$date"":""2024-10-30T01:09:06.000Z""}","{""$date"":""2024-10-30T01:09:06.000Z""}"
Nunc purus.,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Ronnie Greenside,981299003-8,Ritchie-Wehner,1999,Medicine,Shelf C1,true,false,"{""$date"":""2024-10-21T22:26:06.000Z""}","{""$date"":""2024-10-21T22:26:06.000Z""}"
Nullam varius.,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Efren Iggo,926831323-5,"Bashirian, Little and Ebert",2007,Law,Shelf A3,false,true,"{""$date"":""2025-03-16T09:43:59.000Z""}","{""$date"":""2025-03-16T09:43:59.000Z""}"
Vestibulum sed magna at nunc commodo placerat.,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Alberto Waggatt,188446258-8,"Borer, Ledner and Sauer",1997,Technology,Shelf A2,false,false,"{""$date"":""2025-02-10T20:22:29.000Z""}","{""$date"":""2025-02-10T20:22:29.000Z""}"
Mauris ullamcorper purus sit amet nulla.,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Harri Thunnercliffe,505858368-2,Hahn-Weissnat,1999,History,Shelf A1,true,true,"{""$date"":""2025-02-10T10:37:50.000Z""}","{""$date"":""2025-02-10T10:37:50.000Z""}"
Cras pellentesque volutpat dui.,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Jandy Kennion,598467861-6,Howe-Altenwerth,2003,Law,Shelf A2,true,true,"{""$date"":""2025-05-19T02:17:04.000Z""}","{""$date"":""2025-05-19T02:17:04.000Z""}"
Maecenas pulvinar lobortis est.,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Ramon Rown,751366562-1,Bechtelar-Pacocha,2002,Health,Shelf B1,true,false,"{""$date"":""2025-10-17T21:15:26.000Z""}","{""$date"":""2025-10-17T21:15:26.000Z""}"
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.","Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Huey Janecek,942426643-X,Hammes-Corkery,2012,Mathematics,Shelf A2,true,false,"{""$date"":""2025-08-30T17:39:30.000Z""}","{""$date"":""2025-08-30T17:39:30.000Z""}"
Proin interdum mauris non ligula pellentesque ultrices.,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Marissa Guidotti,092574526-X,Turcotte-McClure,1994,Economics,Shelf B1,false,true,"{""$date"":""2025-10-08T18:20:01.000Z""}","{""$date"":""2025-10-08T18:20:01.000Z""}"
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Joan Clows,971044346-1,Wunsch-Murazik,1995,Philosophy,Shelf B2,true,true,"{""$date"":""2025-04-11T07:41:59.000Z""}","{""$date"":""2025-04-11T07:41:59.000Z""}"
Nulla facilisi.,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Jamison Fitchell,244250687-4,Breitenberg Group,2005,Geography,Shelf A1,false,false,"{""$date"":""2025-03-05T01:57:35.000Z""}","{""$date"":""2025-03-05T01:57:35.000Z""}"
Morbi porttitor lorem id ligula.,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Riccardo Doxsey,333092476-4,"Simonis, Lindgren and Ferry",2010,Literature,Shelf B2,false,true,"{""$date"":""2025-07-13T16:10:16.000Z""}","{""$date"":""2025-07-13T16:10:16.000Z""}"
Pellentesque eget nunc.,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Anne-corinne Morstatt,233425495-9,Cronin-Marquardt,2011,Mathematics,Shelf A1,false,false,"{""$date"":""2024-12-04T03:19:12.000Z""}","{""$date"":""2024-12-04T03:19:12.000Z""}"
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Doll Connock,199019492-3,Lesch LLC,1989,Religion,Shelf C1,true,false,"{""$date"":""2025-08-13T23:24:15.000Z""}","{""$date"":""2025-08-13T23:24:15.000Z""}"
Praesent blandit.,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Bartholomew Wipfler,376931573-1,"Gusikowski, Howell and Konopelski",2003,History,Shelf A2,false,false,"{""$date"":""2025-10-16T16:00:47.000Z""}","{""$date"":""2025-10-16T16:00:47.000Z""}"
Cras non velit nec nisi vulputate nonummy.,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Nicola Guiness,195306988-6,Beahan and Sons,2010,Religion,Shelf B1,true,false,"{""$date"":""2025-06-15T11:54:21.000Z""}","{""$date"":""2025-06-15T11:54:21.000Z""}"
Quisque ut erat.,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Jessy Burley,065653961-5,Hegmann Group,1996,Technology,Shelf C1,false,true,"{""$date"":""2024-12-30T08:40:48.000Z""}","{""$date"":""2024-12-30T08:40:48.000Z""}"
Curabitur at ipsum ac tellus semper interdum.,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Sibyl Keyworth,826847553-6,"O'Kon, Hegmann and Grady",2001,Engineering,Shelf B1,false,false,"{""$date"":""2025-03-20T10:49:10.000Z""}","{""$date"":""2025-03-20T10:49:10.000Z""}"
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Stacy Veschi,329096956-8,"Medhurst, Lockman and Harvey",1994,Mathematics,Shelf A2,false,false,"{""$date"":""2025-08-07T09:18:52.000Z""}","{""$date"":""2025-08-07T09:18:52.000Z""}"
Aliquam quis turpis eget elit sodales scelerisque.,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Iolande Branscomb,989288652-6,"Dietrich, Wolff and Muller",2000,Technology,Shelf C1,true,true,"{""$date"":""2024-10-27T17:11:48.000Z""}","{""$date"":""2024-10-27T17:11:48.000Z""}"
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.","Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Lianne Darbyshire,552874336-2,Jakubowski-Hills,2010,Health,Shelf C2,false,false,"{""$date"":""2025-09-12T13:25:34.000Z""}","{""$date"":""2025-09-12T13:25:34.000Z""}"
Phasellus in felis.,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Cyrus Lawrie,828200331-X,Hackett LLC,2007,Education,Shelf C3,false,true,"{""$date"":""2024-12-01T07:49:16.000Z""}","{""$date"":""2024-12-01T07:49:16.000Z""}"
